,DATE,SPPOPGROWUSA
492,2002-01-01,0.927797485710314
493,2002-02-01,0.927797485710314
494,2002-03-01,0.927797485710314
495,2002-04-01,0.927797485710314
496,2002-05-01,0.927797485710314
497,2002-06-01,0.927797485710314
498,2002-07-01,0.927797485710314
499,2002-08-01,0.927797485710314
500,2002-09-01,0.927797485710314
501,2002-10-01,0.927797485710314
502,2002-11-01,0.927797485710314
503,2002-12-01,0.927797485710314
504,2003-01-01,0.859481712840946
505,2003-02-01,0.859481712840946
506,2003-03-01,0.859481712840946
507,2003-04-01,0.859481712840946
508,2003-05-01,0.859481712840946
509,2003-06-01,0.859481712840946
510,2003-07-01,0.859481712840946
511,2003-08-01,0.859481712840946
512,2003-09-01,0.859481712840946
513,2003-10-01,0.859481712840946
514,2003-11-01,0.859481712840946
515,2003-12-01,0.859481712840946
516,2004-01-01,0.925483968943482
517,2004-02-01,0.925483968943482
518,2004-03-01,0.925483968943482
519,2004-04-01,0.925483968943482
520,2004-05-01,0.925483968943482
521,2004-06-01,0.925483968943482
522,2004-07-01,0.925483968943482
523,2004-08-01,0.925483968943482
524,2004-09-01,0.925483968943482
525,2004-10-01,0.925483968943482
526,2004-11-01,0.925483968943482
527,2004-12-01,0.925483968943482
528,2005-01-01,0.921713167161207
529,2005-02-01,0.921713167161207
530,2005-03-01,0.921713167161207
531,2005-04-01,0.921713167161207
532,2005-05-01,0.921713167161207
533,2005-06-01,0.921713167161207
534,2005-07-01,0.921713167161207
535,2005-08-01,0.921713167161207
536,2005-09-01,0.921713167161207
537,2005-10-01,0.921713167161207
538,2005-11-01,0.921713167161207
539,2005-12-01,0.921713167161207
540,2006-01-01,0.964253917136075
541,2006-02-01,0.964253917136075
542,2006-03-01,0.964253917136075
543,2006-04-01,0.964253917136075
544,2006-05-01,0.964253917136075
545,2006-06-01,0.964253917136075
546,2006-07-01,0.964253917136075
547,2006-08-01,0.964253917136075
548,2006-09-01,0.964253917136075
549,2006-10-01,0.964253917136075
550,2006-11-01,0.964253917136075
551,2006-12-01,0.964253917136075
552,2007-01-01,0.951055242772428
553,2007-02-01,0.951055242772428
554,2007-03-01,0.951055242772428
555,2007-04-01,0.951055242772428
556,2007-05-01,0.951055242772428
557,2007-06-01,0.951055242772428
558,2007-07-01,0.951055242772428
559,2007-08-01,0.951055242772428
560,2007-09-01,0.951055242772428
561,2007-10-01,0.951055242772428
562,2007-11-01,0.951055242772428
563,2007-12-01,0.951055242772428
564,2008-01-01,0.945865287282592
565,2008-02-01,0.945865287282592
566,2008-03-01,0.945865287282592
567,2008-04-01,0.945865287282592
568,2008-05-01,0.945865287282592
569,2008-06-01,0.945865287282592
570,2008-07-01,0.945865287282592
571,2008-08-01,0.945865287282592
572,2008-09-01,0.945865287282592
573,2008-10-01,0.945865287282592
574,2008-11-01,0.945865287282592
575,2008-12-01,0.945865287282592
576,2009-01-01,0.876651298802912
577,2009-02-01,0.876651298802912
578,2009-03-01,0.876651298802912
579,2009-04-01,0.876651298802912
580,2009-05-01,0.876651298802912
581,2009-06-01,0.876651298802912
582,2009-07-01,0.876651298802912
583,2009-08-01,0.876651298802912
584,2009-09-01,0.876651298802912
585,2009-10-01,0.876651298802912
586,2009-11-01,0.876651298802912
587,2009-12-01,0.876651298802912
588,2010-01-01,0.829616674709795
589,2010-02-01,0.829616674709795
590,2010-03-01,0.829616674709795
591,2010-04-01,0.829616674709795
592,2010-05-01,0.829616674709795
593,2010-06-01,0.829616674709795
594,2010-07-01,0.829616674709795
595,2010-08-01,0.829616674709795
596,2010-09-01,0.829616674709795
597,2010-10-01,0.829616674709795
598,2010-11-01,0.829616674709795
599,2010-12-01,0.829616674709795
600,2011-01-01,0.726786704810745
601,2011-02-01,0.726786704810745
602,2011-03-01,0.726786704810745
603,2011-04-01,0.726786704810745
604,2011-05-01,0.726786704810745
605,2011-06-01,0.726786704810745
606,2011-07-01,0.726786704810745
607,2011-08-01,0.726786704810745
608,2011-09-01,0.726786704810745
609,2011-10-01,0.726786704810745
610,2011-11-01,0.726786704810745
611,2011-12-01,0.726786704810745
612,2012-01-01,0.733599941250847
613,2012-02-01,0.733599941250847
614,2012-03-01,0.733599941250847
615,2012-04-01,0.733599941250847
616,2012-05-01,0.733599941250847
617,2012-06-01,0.733599941250847
618,2012-07-01,0.733599941250847
619,2012-08-01,0.733599941250847
620,2012-09-01,0.733599941250847
621,2012-10-01,0.733599941250847
